foret,numero,code_essence,zone_h,x,y,lng,dm,lac
14260,556,19,30N,364170,688340,1400,76,O
14260,557,AZD,30N,363898,688323,1480,57,O
14260,558,BA,30N,363896,688321,1100,57,O
14260,559,991,30N,363894,688319,1470,57,O
14260,560,19,30N,363892,688315,1150,105,O
14260,561,991,30N,363890,688315,1350,57,O
14260,562,19,30N,363890,688313,1400,83,O
14260,563,19,30N,363887,688311,1170,96,O
14260,564,19,30N,386302,688237,1410,76,O
14260,565,997,30N,386280,688237,1170,57,O
14260,566,44,30N,386279,688235,1380,57,O
14260,567,991,30N,386680,688200,1500,65,O
14260,568,19,30N,386631,688091,1480,78,O
14260,569,997,30N,386633,688040,1500,57,O
14260,570,995,30N,386442,688034,1230,66,O
14260,571,ASA,30N,386431,688007,1320,40,O
14260,572,19,30N,386670,687956,1100,80,O
14260,573,995,30N,386687,687798,900,57,O
14260,574,ASA,30N,386734,687797,920,57,O
14260,575,19,30N,386686,687771,1380,80,O
14260,576,995,30N,386465,687762,1300,60,O
14260,577,19,30N,388994,687684,1380,80,O
14260,578,ASA,30N,388979,687485,1300,50,O
14260,579,19,30N,388961,687483,1200,76,O
14260,580,19,30N,388977,687480,1500,80,O
14260,581,30,30N,388988,687479,1070,58,O
14260,582,19,30N,388958,687478,1350,76,O
14260,583,19,30N,388987,687477,1350,77,O
14260,584,45,30N,388996,687473,1340,59,O
14260,585,NER,30N,388993,687471,1360,60,O
14260,586,45,30N,388999,687467,1500,50,O
14260,587,997,30N,388916,687414,1250,57,O
14260,588,19,30N,388915,687412,1250,80,O
14260,589,997,30N,388896,687362,1420,64,O
14260,590,19,30N,388899,687359,1300,76,O
14260,591,ORA,30N,388876,687304,1500,58,O
14260,592,ASA,30N,388851,687301,1380,57,O
14260,593,ORA,30N,388855,687278,1480,57,O
14260,594,19,30N,388836,687276,1350,78,O
14260,595,19,30N,388838,687263,1350,77,O
14260,596,19,30N,388835,687256,970,110,O
14260,597,19,30N,388832,687254,1320,76,O
14260,598,ADO,30N,388825,687244,1440,70,O
14260,599,997,30N,388815,687243,1500,60,O
14260,600,ORA,30N,388799,687227,1100,60,O
